
Runtime summary
                          comm  parent   sched-in     run-time    min-run     avg-run     max-run  stddev  migrations
          lcpan[916235/910023]   910023          1        0.543      0.543       0.543       0.543    0.00       0
          lcpan[916236/910023]   910023          1        0.506      0.506       0.506       0.506    0.00       0
          lcpan[912141/910023]   910023          1        3.038      3.038       3.038       3.038    0.00       0
          lcpan[916237/910023]   910023          1        0.565      0.565       0.565       0.565    0.00       0
          lcpan[911886/910023]   910023          1        2.198      2.198       2.198       2.198    0.00       0
          lcpan[916238/910023]   910023          1        0.510      0.510       0.510       0.510    0.00       0
          lcpan[911887/910023]   910023          1        2.968      2.968       2.968       2.968    0.00       0
          lcpan[912143/910023]   910023          1        1.720      1.720       1.720       1.720    0.00       0
          lcpan[912144/910023]   910023          1        1.684      1.684       1.684       1.684    0.00       0
          lcpan[911890/910023]   910023          1        2.603      2.603       2.603       2.603    0.00       0
          lcpan[914963/910023]   910023          1        0.036      0.036       0.036       0.036    0.00       0
          lcpan[911637/910023]   910023          1       25.247     25.247      25.247      25.247    0.00       0
          lcpan[911129/910023]   910023          1        0.728      0.728       0.728       0.728    0.00       0
          lcpan[911897/910023]   910023          1        3.595      3.595       3.595       3.595    0.00       0
          lcpan[914457/910023]   910023          1        0.024      0.024       0.024       0.024    0.00       0
          lcpan[911902/910023]   910023          1       35.351     35.351      35.351      35.351    0.00       0
          lcpan[911908/910023]   910023          1        2.850      2.850       2.850       2.850    0.00       0
          lcpan[911909/910023]   910023          1        2.482      2.482       2.482       2.482    0.00       0
          lcpan[911910/910023]   910023          1        2.424      2.424       2.424       2.424    0.00       0
          lcpan[913711/910023]   910023          2       75.904      0.341      37.952      75.562   99.10       0
          lcpan[913712/910023]   910023          1        0.305      0.305       0.305       0.305    0.00       0
          lcpan[913719/910023]   910023          1        3.901      3.901       3.901       3.901    0.00       0
          lcpan[913975/910023]   910023          1        1.182      1.182       1.182       1.182    0.00       0
          lcpan[914231/910023]   910023          1        0.182      0.182       0.182       0.182    0.00       0
          lcpan[913720/910023]   910023          1        3.860      3.860       3.860       3.860    0.00       0
          lcpan[913976/910023]   910023          1        1.160      1.160       1.160       1.160    0.00       0
          lcpan[913977/910023]   910023          1       29.570     29.570      29.570      29.570    0.00       0
          lcpan[913978/910023]   910023          1       29.532     29.532      29.532      29.532    0.00       0
          lcpan[913979/910023]   910023          1        3.780      3.780       3.780       3.780    0.00       0
          lcpan[913980/910023]   910023          1        3.740      3.740       3.740       3.740    0.00       0
          lcpan[911685/910023]   910023          1        0.058      0.058       0.058       0.058    0.00       0
          lcpan[912197/910023]   910023          1        2.741      2.741       2.741       2.741    0.00       0
          lcpan[913991/910023]   910023          1        0.877      0.877       0.877       0.877    0.00       0
          lcpan[913992/910023]   910023          1        0.836      0.836       0.836       0.836    0.00       0
       worker-1[916815/910023]   910023     768403   112418.071      0.001       0.146     991.992    4.93       0
       worker-2[916816/910023]   910023    1008179   104554.844      0.001       0.103    1122.823    4.98       0
                  cron[916818]    2300          2        8.973      0.734       4.486       8.239   83.63       0
                    sh[916819]   916818          3        1.624      0.012       0.541       1.513   89.87       0
            debian-sa1[916820]   916819          1        1.197      1.197       1.197       1.197    0.00       0
                  runc[916822]    4361          7        4.803      0.007       0.686       2.183   46.71       0
           runc[916823/916822]   916822         15        0.158      0.002       0.010       0.076   47.78       0
           runc[916824/916822]   916822          4        0.309      0.018       0.077       0.207   57.08       0
          lcpan[913241/910023]   910023          1        0.695      0.695       0.695       0.695    0.00       0
           runc[916825/916822]   916822          3        0.153      0.010       0.051       0.084   42.02       0
          lcpan[913242/910023]   910023          1        0.656      0.656       0.656       0.656    0.00       0
          lcpan[914522/910023]   910023          1        0.217      0.217       0.217       0.217    0.00       0
           runc[916826/916822]   916822          1        0.050      0.050       0.050       0.050    0.00       0
           runc[916827/916822]   916824          1        0.124      0.124       0.124       0.124    0.00       0
           docker-init[916828]    4361          1        0.282      0.282       0.282       0.282    0.00       0
                  runc[916829]    2429          6        3.623      0.004       0.603       2.292   62.05       0
           runc[916830/916829]   916829         15        0.088      0.002       0.005       0.035   36.51       0
           runc[916831/916829]   916829          2        0.112      0.009       0.056       0.102   82.70       0
           runc[916832/916829]   916829          1        0.034      0.034       0.034       0.034    0.00       0
           runc[916833/916829]   916831          4        0.071      0.008       0.017       0.032   29.72       0
           runc[916834/916829]   916829          1        0.038      0.038       0.038       0.038    0.00       0
           docker-init[916835]    2429          1        0.252      0.252       0.252       0.252    0.00       0
     pool-udisksd[916836/2333]    2333          7       58.921      0.006       8.417      57.913   98.01       0
           slurmd[916837/4006]    4006          4        0.398      0.038       0.099       0.196   37.76       0
          lcpan[911209/910023]   910023          1        3.362      3.362       3.362       3.362    0.00       0
          lcpan[911210/910023]   910023          1        3.322      3.322       3.322       3.322    0.00       0
          lcpan[911211/910023]   910023          1        2.020      2.020       2.020       2.020    0.00       0
          lcpan[914800/910023]   910023          1        0.597      0.597       0.597       0.597    0.00       0
          lcpan[912252/910023]   910023          1        3.878      3.878       3.878       3.878    0.00       0
          lcpan[914812/910023]   910023          1        0.454      0.454       0.454       0.454    0.00       0
          lcpan[911485/910023]   910023          1        2.833      2.833       2.833       2.833    0.00       0
          lcpan[911486/910023]   910023          1        2.782      2.782       2.782       2.782    0.00       0
          lcpan[912255/910023]   910023          1        1.302      1.302       1.302       1.302    0.00       0
          lcpan[914815/910023]   910023          1        3.178      3.178       3.178       3.178    0.00       0
          lcpan[912256/910023]   910023          1        1.267      1.267       1.267       1.267    0.00       0
          lcpan[913280/910023]   910023          1        0.262      0.262       0.262       0.262    0.00       0
          lcpan[912259/910023]   910023          1        0.277      0.277       0.277       0.277    0.00       0
          lcpan[914820/910023]   910023          1        0.733      0.733       0.733       0.733    0.00       0
          lcpan[912261/910023]   910023          1       29.906     29.906      29.906      29.906    0.00       0
          lcpan[911494/910023]   910023          1        0.942      0.942       0.942       0.942    0.00       0
          lcpan[912006/910023]   910023          1        3.400      3.400       3.400       3.400    0.00       0
          lcpan[912262/910023]   910023          1        1.780      1.780       1.780       1.780    0.00       0
          lcpan[912007/910023]   910023          1        0.820      0.820       0.820       0.820    0.00       0
          lcpan[913799/910023]   910023          1        0.033      0.033       0.033       0.033    0.00       0
          lcpan[912008/910023]   910023          1       16.381     16.381      16.381      16.381    0.00       0
          lcpan[913800/910023]   910023          1        0.031      0.031       0.031       0.031    0.00       0
          lcpan[910985/910023]   910023          1        0.060      0.060       0.060       0.060    0.00       0
          lcpan[910986/910023]   910023          1        4.001      4.001       4.001       4.001    0.00       0
          lcpan[912010/910023]   910023          1        3.223      3.223       3.223       3.223    0.00       0
          lcpan[912266/910023]   910023          1        0.988      0.988       0.988       0.988    0.00       0
          lcpan[912267/910023]   910023          1        3.102      3.102       3.102       3.102    0.00       0
          lcpan[912268/910023]   910023          1       31.145     31.145      31.145      31.145    0.00       0
          lcpan[912013/910023]   910023          1        0.603      0.603       0.603       0.603    0.00       0
          lcpan[916367/910023]   910023          1        0.251      0.251       0.251       0.251    0.00       0
          lcpan[916368/910023]   910023          1        0.212      0.212       0.212       0.212    0.00       0
          lcpan[913555/910023]   910023          1        0.156      0.156       0.156       0.156    0.00       0
          lcpan[913556/910023]   910023          1        0.155      0.155       0.155       0.155    0.00       0
          lcpan[914073/910023]   910023          1        0.051      0.051       0.051       0.051    0.00       0
          lcpan[914074/910023]   910023          1        0.045      0.045       0.045       0.045    0.00       0
          lcpan[911004/910023]   910023          1        1.263      1.263       1.263       1.263    0.00       0
          lcpan[915614/910023]   910023          1        2.718      2.718       2.718       2.718    0.00       0
          lcpan[911523/910023]   910023          1        0.067      0.067       0.067       0.067    0.00       0
          lcpan[912037/910023]   910023          1        0.039      0.039       0.039       0.039    0.00       0
          lcpan[911270/910023]   910023          1        3.795      3.795       3.795       3.795    0.00       0
          lcpan[912038/910023]   910023          1        4.003      4.003       4.003       4.003    0.00       0
          lcpan[911527/910023]   910023          1        1.836      1.836       1.836       1.836    0.00       0
          lcpan[911021/910023]   910023          1        0.481      0.481       0.481       0.481    0.00       0
          lcpan[911022/910023]   910023          1        0.445      0.445       0.445       0.445    0.00       0
          lcpan[911535/910023]   910023          1        0.042      0.042       0.042       0.042    0.00       0
          lcpan[911026/910023]   910023          1        0.302      0.302       0.302       0.302    0.00       0
          lcpan[916404/910023]   910023          1        3.322      3.322       3.322       3.322    0.00       0
          lcpan[913079/910023]   910023          1        3.702      3.702       3.702       3.702    0.00       0
          lcpan[913847/910023]   910023          1        0.251      0.251       0.251       0.251    0.00       0
          lcpan[916151/910023]   910023          1        1.746      1.746       1.746       1.746    0.00       0
          lcpan[913848/910023]   910023          1        0.229      0.229       0.229       0.229    0.00       0
          lcpan[916152/910023]   910023          1        1.723      1.723       1.723       1.723    0.00       0
          lcpan[911037/910023]   910023          1        5.856      5.856       5.856       5.856    0.00       0
          lcpan[916159/910023]   910023          1        1.051      1.051       1.051       1.051    0.00       0
          lcpan[916415/910023]   910023          1        3.617      3.617       3.617       3.617    0.00       0
          lcpan[916160/910023]   910023          1        1.011      1.011       1.011       1.011    0.00       0
          lcpan[914881/910023]   910023          1        2.277      2.277       2.277       2.277    0.00       0
          lcpan[914882/910023]   910023          1        2.235      2.235       2.235       2.235    0.00       0
          lcpan[914884/910023]   910023          1        1.480      1.480       1.480       1.480    0.00       0
          lcpan[911301/910023]   910023          1        3.728      3.728       3.728       3.728    0.00       0
          lcpan[911302/910023]   910023          1        3.669      3.669       3.669       3.669    0.00       0
                  main[910023]   910020      29449   121609.117      0.001       4.129     991.992    4.35       0
          lcpan[912587/910023]   910023          1       31.896     31.896      31.896      31.896    0.00       0
          lcpan[912588/910023]   910023          1        3.773      3.773       3.773       3.773    0.00       0
          lcpan[913361/910023]   910023          1        1.656      1.656       1.656       1.656    0.00       0
          lcpan[915921/910023]   910023          1        0.022      0.022       0.022       0.022    0.00       0
          lcpan[913362/910023]   910023          1        1.617      1.617       1.617       1.617    0.00       0
          lcpan[911319/910023]   910023          1        1.068      1.068       1.068       1.068    0.00       0
          lcpan[913111/910023]   910023          1        2.200      2.200       2.200       2.200    0.00       0
          lcpan[913112/910023]   910023          1        2.159      2.159       2.159       2.159    0.00       0
          lcpan[913369/910023]   910023          1        3.146      3.146       3.146       3.146    0.00       0
          lcpan[913370/910023]   910023          1        3.111      3.111       3.111       3.111    0.00       0
          lcpan[914909/910023]   910023          1       31.186     31.186      31.186      31.186    0.00       0
          lcpan[914910/910023]   910023          1       31.166     31.166      31.166      31.166    0.00       0
          lcpan[914143/910023]   910023          1        0.348      0.348       0.348       0.348    0.00       0
          lcpan[913120/910023]   910023          1        0.092      0.092       0.092       0.092    0.00       0
          lcpan[914144/910023]   910023          1        0.324      0.324       0.324       0.324    0.00       0
          lcpan[912611/910023]   910023          1        3.154      3.154       3.154       3.154    0.00       0
          lcpan[912612/910023]   910023          1        3.115      3.115       3.115       3.115    0.00       0
          lcpan[911079/910023]   910023          1        4.666      4.666       4.666       4.666    0.00       0
          lcpan[911080/910023]   910023          1        4.626      4.626       4.626       4.626    0.00       0
          lcpan[913391/910023]   910023          1        2.648      2.648       2.648       2.648    0.00       0
          lcpan[914415/910023]   910023          1        1.777      1.777       1.777       1.777    0.00       0
          lcpan[913392/910023]   910023          1        2.634      2.634       2.634       2.634    0.00       0
          lcpan[914935/910023]   910023          1        0.093      0.093       0.093       0.093    0.00       0
          lcpan[912632/910023]   910023          1        0.412      0.412       0.412       0.412    0.00       0
          lcpan[914936/910023]   910023          1        0.054      0.054       0.054       0.054    0.00       0
          lcpan[911355/910023]   910023          1        0.047      0.047       0.047       0.047    0.00       0
          lcpan[914939/910023]   910023          1        0.365      0.365       0.365       0.365    0.00       0
          lcpan[914172/910023]   910023          1        0.018      0.018       0.018       0.018    0.00       0
          lcpan[911613/910023]   910023          1        1.235      1.235       1.235       1.235    0.00       0
          lcpan[911614/910023]   910023          1        1.198      1.198       1.198       1.198    0.00       0
          lcpan[912638/910023]   910023          1        0.209      0.209       0.209       0.209    0.00       0
          lcpan[911615/910023]   910023          1       32.048     32.048      32.048      32.048    0.00       0
          lcpan[914687/910023]   910023          1        0.153      0.153       0.153       0.153    0.00       0

Idle stats:
    CPU  0 idle for 204609.898  msec  ( 99.45%)
    CPU  1 idle for 205715.570  msec  ( 99.99%)
    CPU  2 idle for 205676.334  msec  ( 99.97%)
    CPU  3 idle for 205707.520  msec  ( 99.99%)
    CPU  4 idle for 205710.462  msec  ( 99.99%)
    CPU  5 idle for 205715.266  msec  ( 99.99%)
    CPU  6 idle for 205715.553  msec  ( 99.99%)
    CPU  7 idle for 205715.478  msec  ( 99.99%)
    CPU  8 idle for 205703.446  msec  ( 99.99%)
    CPU  9 idle for 205715.411  msec  ( 99.99%)
    CPU 10 idle for 205696.522  msec  ( 99.98%)
    CPU 11 idle for 205712.396  msec  ( 99.99%)
    CPU 12 idle for 205712.634  msec  ( 99.99%)
    CPU 13 idle for 205711.068  msec  ( 99.99%)
    CPU 14 idle for 205715.213  msec  ( 99.99%)
    CPU 15 idle for 205714.814  msec  ( 99.99%)
    CPU 16 idle for 205710.459  msec  ( 99.99%)
    CPU 17 idle for 205715.063  msec  ( 99.99%)
    CPU 18 idle for 205715.008  msec  ( 99.99%)
    CPU 19 idle for 205712.650  msec  ( 99.99%)
    CPU 20 idle for 205714.940  msec  ( 99.99%)
    CPU 21 idle for 205714.844  msec  ( 99.99%)
    CPU 22 idle for 205664.131  msec  ( 99.97%)
    CPU 23 idle for 205713.639  msec  ( 99.99%)
    CPU 24 idle for 205710.145  msec  ( 99.99%)
    CPU 25 idle for 205514.352  msec  ( 99.89%)
    CPU 26 idle for 205714.665  msec  ( 99.99%)
    CPU 27 idle for 205714.669  msec  ( 99.99%)
    CPU 28 idle for 114377.095  msec  ( 55.60%)
    CPU 29 idle for 128324.983  msec  ( 62.37%)
    CPU 30 idle for 171364.296  msec  ( 83.29%)
    CPU 31 idle for 105151.454  msec  ( 51.11%)
    CPU 32 idle for 205085.665  msec  ( 99.69%)
    CPU 33 idle for 205674.945  msec  ( 99.97%)
    CPU 34 idle for 205708.619  msec  ( 99.99%)
    CPU 35 idle for 205085.364  msec  ( 99.69%)
    CPU 36 idle for 205700.323  msec  ( 99.98%)
    CPU 37 idle for 205680.960  msec  ( 99.98%)
    CPU 38 idle for 205711.418  msec  ( 99.99%)
    CPU 39 idle for 205707.460  msec  ( 99.99%)
    CPU 40 idle for 205708.799  msec  ( 99.99%)
    CPU 41 idle for 205679.680  msec  ( 99.97%)
    CPU 42 idle for 205704.447  msec  ( 99.99%)
    CPU 43 idle for 205710.927  msec  ( 99.99%)
    CPU 44 idle for 205668.319  msec  ( 99.97%)
    CPU 45 idle for 202219.841  msec  ( 98.29%)
    CPU 46 idle for 205597.180  msec  ( 99.93%)
    CPU 47 idle for 205708.720  msec  ( 99.99%)
    CPU 48 idle for 205709.180  msec  ( 99.99%)
    CPU 49 idle for 205712.681  msec  ( 99.99%)
    CPU 50 idle for 205710.047  msec  ( 99.99%)
    CPU 51 idle for 205712.838  msec  ( 99.99%)
    CPU 52 idle for 205699.900  msec  ( 99.98%)
    CPU 53 idle for 204308.204  msec  ( 99.31%)
    CPU 54 idle for 205712.831  msec  ( 99.99%)
    CPU 55 idle for 205706.361  msec  ( 99.99%)
    CPU 56 idle for 205384.767  msec  ( 99.83%)
    CPU 57 idle for 205713.527  msec  ( 99.99%)
    CPU 58 idle for 205713.555  msec  ( 99.99%)
    CPU 59 idle for 205713.519  msec  ( 99.99%)
    CPU 60 idle for 205713.321  msec  ( 99.99%)
    CPU 61 idle for 205711.136  msec  ( 99.99%)
    CPU 62 idle for 205696.717  msec  ( 99.98%)
    CPU 63 idle for 205679.003  msec  ( 99.97%)
    CPU 64 idle for 205691.060  msec  ( 99.98%)
    CPU 65 idle for 205712.702  msec  ( 99.99%)
    CPU 66 idle for 205683.606  msec  ( 99.98%)
    CPU 67 idle for 205713.509  msec  ( 99.99%)
    CPU 68 idle for 205713.047  msec  ( 99.99%)
    CPU 69 idle for 205713.431  msec  ( 99.99%)
    CPU 70 idle for 205710.952  msec  ( 99.99%)
    CPU 71 idle for 205705.675  msec  ( 99.99%)
    CPU 72 idle for 205713.022  msec  ( 99.99%)
    CPU 73 idle for 205713.400  msec  ( 99.99%)
    CPU 74 idle for 205713.365  msec  ( 99.99%)
    CPU 75 idle for 205713.332  msec  ( 99.99%)
    CPU 76 idle for 205713.298  msec  ( 99.99%)
    CPU 77 idle for 205713.249  msec  ( 99.99%)
    CPU 78 idle for 205713.210  msec  ( 99.99%)
    CPU 79 idle for 205705.037  msec  ( 99.99%)
    CPU 80 idle for 205704.952  msec  ( 99.99%)
    CPU 81 idle for 205710.986  msec  ( 99.99%)
    CPU 82 idle for 205698.772  msec  ( 99.98%)
    CPU 83 idle for 205710.999  msec  ( 99.99%)
    CPU 84 idle for 175417.513  msec  ( 85.26%)
    CPU 85 idle for 191666.071  msec  ( 93.16%)
    CPU 86 idle for 200534.284  msec  ( 97.47%)
    CPU 87 idle for 205442.650  msec  ( 99.86%)
    CPU 88 idle for 205579.787  msec  ( 99.93%)
    CPU 89 idle for 205675.955  msec  ( 99.97%)
    CPU 90 idle for 205684.491  msec  ( 99.98%)
    CPU 91 idle for 205712.646  msec  ( 99.99%)
    CPU 92 idle for 205667.717  msec  ( 99.97%)
    CPU 93 idle for 205693.287  msec  ( 99.98%)
    CPU 94 idle for 205698.241  msec  ( 99.98%)
    CPU 95 idle for 205698.360  msec  ( 99.98%)
    CPU 96 idle for 205701.742  msec  ( 99.99%)
    CPU 97 idle for 205700.235  msec  ( 99.98%)
    CPU 98 idle for 205700.988  msec  ( 99.98%)
    CPU 99 idle for 205703.813  msec  ( 99.99%)
    CPU 100 idle for 205710.190  msec  ( 99.99%)
    CPU 101 idle for 205697.288  msec  ( 99.98%)
    CPU 102 idle for 205706.210  msec  ( 99.99%)
    CPU 103 idle for 205675.211  msec  ( 99.97%)
    CPU 104 idle for 205705.550  msec  ( 99.99%)
    CPU 105 idle for 205707.689  msec  ( 99.99%)
    CPU 106 idle for 205707.532  msec  ( 99.99%)
    CPU 107 idle for 205708.768  msec  ( 99.99%)
    CPU 108 idle for 205669.988  msec  ( 99.97%)
    CPU 109 idle for 202089.306  msec  ( 98.23%)
    CPU 110 idle for 205703.854  msec  ( 99.99%)
    CPU 111 idle for 205103.707  msec  ( 99.69%)

    Total number of unique tasks: 514
Total number of context switches: 3693633
           Total run time (msec): 366641.560 
    Total scheduling time (msec): 205732.380  (x 112)
